Program Number,Program Type,Program Facility Name,Site Class,Address1,Address2,Locality,County,ZIPCode,SWIS Code,DEC Region,Latitude,Longitude,Control Code,Control Type,OU,Project Name,Project Completion Date,Waste Name,Contaminants,Owner Name,Owner Address1,Owner Address2,Owner City,Owner State,Owner ZIP,Disposal Name,Disposal Address1,Disposal Address2,Disposal City,Disposal ZIP,Disposal State,Operator Name,Operator Address1,Operator Address2,Operator City,Operator State,Operator Zip,Georeference,NYS Municipal Boundaries 2,New York Zip Codes 2,Counties 2
932022,HW,Hooker-102nd Street Landfill,04,"102ND STREET, SOUTH OF RIVER ROAD",,NIAGARA FALLS,Niagara,14304,3211,9,43.073951790,-78.949766300,Deed Restriction,Deed Restriction,01,Remedial Investigation,1990-09-01T00:00:00.000,"HYPOPHOSPHITE, INORGANIC PHOSPHATES,",,Clinton J. Babcock,7601 Old Channel Trail,,Montague,MI,49437,Hooker Chemicals and Plastics Corp.,,,,,ZZ,Darrell Crockett,805 97th St.,,Niagara Falls,NY,14304,"{'type': 'Point', 'coordinates': [-78.9497663, 43.07395179]}",159,168,2131
546003,HW,General Electric - Waterford,02,Routes 4 and 32,,Waterford,Saratoga,12188,4654,5,42.813978230,-73.678162450,Deed Restriction,Deed Restriction,01,Remedial Investigation,1987-01-01T00:00:00.000,"VARIOUS SOLVENTS  (D001, D002, D003,",benzene,William G. Collins,260 Hudson River Road,,WATERFORD,NY,12188,General Electric Company,,,,,NY,General Electric Company,Routes 4 and 32,,Waterford,NY,12188,"{'type': 'Point', 'coordinates': [-73.67816245, 42.81397823]}",992,18,2141
C203039,BCP,Former Dico G Auto and Truck Repair,C,3005-3011 White Plains Road,,Bronx,Bronx,10467,0301,2,40.870244444,-73.867511111,Environmental Easement,Environmental Easement,01,Remedial Design,2008-12-31T00:00:00.000,,benzo(b)fluoranthene,3035 White Plains Housing Development Fund Corp.,132 Ralph Avenue,,Brooklyn,NY,11233,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.867511111, 40.870244444]}",307,704,2032
734020,HW,McKesson Envirosystems (Inland Site),C,800/801 Van Rensselaer Street,,Syracuse,Onondaga,13204,3415,7,43.061164350,-76.171552480,Decision Document,Decision Document,01,Remedial Investigation,1994-03-01T00:00:00.000,,ethylbenzene,James E. Fleer,14348 Nieman Road,,Overland Park,KS,66221-8144,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-76.17155248, 43.06116435]}",687,713,2132
B00080,ERP,Lackawanna Business Park,C,Alliance Drive,,Lackawanna (c),Erie,14218-,1509,9,42.814251436,-78.841413095,Deed Restriction,Deed Restriction,01,Remedial Action,2001-11-05T00:00:00.000,,chrysene,"RRSJ, L.L.C.",1 Alliance Drive,,Lackawanna,NY,14218,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-78.841413095, 42.814251436]}",287,107,2041
828021,HW,Golden Road Disposal Site,04,Golden Road,,Chili,Monroe,14624,2822,8,43.118958330,-77.762232000,Environmental Notice,Environmental Notice,01,Remedial Investigation,2002-10-10T00:00:00.000,"INK WASTES, SOLVENTS, PCBS",,"ESTATE OF HOWARD FITZSIMMONS, JR.",86 MEADOW DRIVE,,ROCHESTER,NY,14626,"HOWARD FITZSIMMONS, JR.",,,,,ZZ,UNKNOWN3,,,,ZZ,,"{'type': 'Point', 'coordinates': [-77.762232, 43.11895833]}",552,1683,2093
C203043,BCP,New Housing New York Legacy Project,C,700 Brook Avenue,,Bronx,Bronx,10455,0301,2,40.818947139,-73.912287037,Environmental Easement,Environmental Easement,01,Remedial Action,2011-12-22T00:00:00.000,,methyl-tert-butyl ether (MTBE),"Via Verde Rental Associates, L.P.",902 Broadway,13th Floor,New York,NY,10010,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.912287037, 40.818947139]}",307,651,2032
C905033,BCP,Olean Redevelopment Parcel 3,C,"1404-1406R, 1420 Buffalo Street",,Olean,Cattaraugus,14760,0512,9,42.091111111,-78.441944444,Environmental Easement,Environmental Easement,01,Remedial Design,2014-04-11T00:00:00.000,,petroleum products,Paul Curran,"400 Market Industrial Park, Suite 32",,Wappingers Falls,NY,12590,,,,,,,Paul Curran,"400 Market Industrial Park, Suite 32",,Wappingers Falls,NY,12590,"{'type': 'Point', 'coordinates': [-78.441944444, 42.091111111]}",348,1732,2034
C241079,BCP,Flushing Indust. Pk. (Western Waterfront) Parcel 3,C,NW Corner of College Pt Blvd & 40th Road,,Flushing,Queens,11354,4101,2,40.757417553,-73.837183781,Environmental Easement,Environmental Easement,01,Remedial Investigation,2006-06-30T00:00:00.000,,mercury,"yumei wang, hao li and jingui sun","41-60 main street, #305",,flushing,NY,11355,Jin Zhang and Lantao Sun,"3364 21st St., Apt. 6C",,Astoria,11106,NY,,,,,,,"{'type': 'Point', 'coordinates': [-73.837183781, 40.757417553]}",196,824,2137
837010,HW,J.I. Case Property (formerly Ag-Chem),C,3922 Allis Road,,Ridgeway,Orleans,14103,3734,8,43.223158170,-78.356149160,Deed Restriction,Deed Restriction,01,Remedial Action,2005-09-13T00:00:00.000,ARSENIC,arsenic,Don Rensner,3301 S. Hoover Rd,,Wichita,KS,67215,*** MULTIPLE SITE OWNERS ***,,,,,ZZ,New York Insecticide Co.,3922 Allis Road,,Ridgeway,NY,,"{'type': 'Point', 'coordinates': [-78.35614916, 43.22315817]}",500,934,626
130003B,HW,Naval Weapons Ind. Reserve Plant,02,South Oyster Bay Road,,Bethpage,Nassau,11714,3024,1,40.753719000,-73.492416000,Deed Restriction,Deed Restriction,01,Remedial Investigation,2018-11-30T00:00:00.000,"1,1,1-TRICHLOROETHANE","1,1,1-trichloroethane",Grumman Aerospace Corporation - US N,Stewart Avenue,,Bethpage,NY,11714,GRUMMAN AEROSPACE - US NAVY,,,,,ZZ,Grumman Aerospace Corporation,Stewart Avenue,,Bethpage,NY,117143581,"{'type': 'Point', 'coordinates': [-73.492416, 40.753719]}",59,1071,2094
B00055,ERP,Gansevoort/Franklin Street Parcel,C,Corner of Gansevoort and Franklin Streets,,Albany (C),Albany,12202-,0101,4,42.638253001,-73.758024564,Environmental Easement,Environmental Easement,01,Remedial Action,2016-12-29T00:00:00.000,,benzo(a)pyrene,Daniel P. McCoy,112 State St,,Albany,NY,12207,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.758024564, 42.638253001]}",814,39,2030
401010,HW,Norton Company,04,Crabapple Lane,,Colonie,Albany,12212,0126,4,42.742878570,-73.707066020,Deed Restriction,Deed Restriction,01,Remedial Investigation,1991-02-01T00:00:00.000,,xylene (mixed),James Smith,750 East Swedesford road,,valley forge,PA,19482,NORTON COMPANY,,,,,ZZ,,,,,,,"{'type': 'Point', 'coordinates': [-73.70706602, 42.74287857]}",834,19,2030
C224165,BCP,Former Scientific Fire Prevention Inc,C,871 Grand Street,,Brooklyn,Kings,11211,2401,2,40.712488889,-73.939188889,Environmental Easement,Environmental Easement,01,Remedial Action,2016-05-18T00:00:00.000,,toluene,Joel Greenfield,"199 Lee Avenue, No. 693",,Brooklyn,NY,11211,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.939188889, 40.712488889]}",894,889,2090
356014,HW,Napanoch Paper Mill,02,Route 55,,Wawarsing,Ulster,12489,5656,3,41.744425554,-74.382161392,Deed Restriction,Deed Restriction,01,Remedial Design,1995-03-01T00:00:00.000,PCB CONTAMINATED SLUDGE (150-380 PPM) (B007),polychlorinated biphenyls (PCB),Tadasuke Kuwayama,59-15 Catalpa Avenue,,Ridgewood,NY,11385,,,,,,,Catherine Mills,,,,ZZ,,"{'type': 'Point', 'coordinates': [-74.382161392, 41.744425554]}",407,252,2182
622001,HW,"German Flatts, Ilion, & Mohawk Landfill",04,Mortz Road,,German Flatts,Herkimer,13357,2228,6,42.950467770,-74.963395110,Deed Restriction,Deed Restriction,01,Remedial Investigation,1992-07-01T00:00:00.000,,benzene,"German Flatts, Iion, Mohawk Landfill Corp.",66 West Main Street,P.O. Box 57,Mohawk,NY,13407,GERMAN FLATTS ILION MOHAWK LANDFILL,,,,,ZZ,German Flatts-Ilion-Mohawk Landfill Corp.,14 West Main Street,,Mohawk,NY,13407,"{'type': 'Point', 'coordinates': [-74.96339511, 42.95046777]}",680,1269,2088
754011,HW,Owego Heat Treat,04,1646 Marshland Rd.,,Owego,Tioga,13732,5430,7,42.094916505,-76.179623402,Deed Restriction,Deed Restriction,01,Remedial Investigation,1994-03-01T00:00:00.000,"TETRACHLOROETHYLENE (PCE OR ""PERC"")",,Marlin Nolt,1516 State Route 5 and 20,,Geneva,NY,14456,business is no longer operating,1646 Marshland Road,,APALACHIN,13732,NY,,,,,,,"{'type': 'Point', 'coordinates': [-76.179623402, 42.094916505]}",53,1627,630
C224190,BCP,Greenpoint Marina,C,43-57 West St and 2-24 Oak St,,Brooklyn,Kings,11222,2401,2,40.727861111,-73.959527778,Environmental Easement,Environmental Easement,01,Remedial Design,2019-02-26T00:00:00.000,,"1,1,1-trichloroethane",Jack Guttman,240 Water Street,,Brooklyn,NY,11201,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.959527778, 40.727861111]}",894,901,2090
C905031,BCP,Olean Redevelopment Parcel 1,C,1404-1406 & 1420 Buffalo Street,,Olean,Cattaraugus,14760,0566,9,42.087500000,-78.446111111,Environmental Easement,Environmental Easement,01,Remedial Design,2014-04-11T00:00:00.000,,benzene,Scott A. Fairbrother,4 Centre Drive,,Orchard Park,NY,14127,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-78.446111111, 42.0875]}",348,1732,2034
B00080,ERP,Lackawanna Business Park,C,Alliance Drive,,Lackawanna (c),Erie,14218-,1509,9,42.814251436,-78.841413095,Deed Restriction,Deed Restriction,01,Remedial Investigation,1999-03-30T00:00:00.000,,lead,Mayor Annette Iafallo,714 Ridge Road,,Lackawanna,NY,14218,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-78.841413095, 42.814251436]}",287,107,2041
633043,HW,NM - Rome Kingsley Ave. MGP,04,Kingsley Avenue,,Rome,Oneida,13440,3313,6,43.206415590,-75.453966620,Deed Restriction,Deed Restriction,02,Remedial Action,2020-05-27T00:00:00.000,,coal tar,CHARLES WILLARD,300 ERIE BOULEVARD WEST,,SYRACUSE,NY,13202,charles willard,300 erie boulevard west,,syracuse,13202,NY,charles willard,300 Erie Blvd. West,,Syracuse,NY,13202,"{'type': 'Point', 'coordinates': [-75.45396662, 43.20641559]}",989,1366,625
429007,HW,NM - Fort Plain MGP,C,14 Hancock St,,Fort Plain,Montgomery,13339-,2922,4,42.929538480,-74.621158840,Environmental Easement,Environmental Easement,01,Remedial Investigation,2008-03-28T00:00:00.000,,coal tar,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-74.62115884, 42.92953848]}",491,551,624
B00164,ERP,Hanna Furnace (Subparcel 3)(aka Union Sh,A,2 & 4 Fuhrmann Boulevard,,Buffalo (c),Erie,14220-,1502,9,42.836082791,-78.846213470,Environmental Easement,Environmental Easement,01,Remedial Design,2009-07-27T00:00:00.000,,lead,Byron Brown,201 City Hall,65 Niagara Square,Buffalo,NY,14202,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-78.84621347, 42.836082791]}",300,107,2041
C828189,BCP,Former Michelsen Furniture Co. Site,C,182 Avenue D & 374 Conkey Avenue,,Rochester,Monroe,14621,2814,8,43.180555556,-77.619722222,Environmental Easement,Environmental Easement,01,Remedial Investigation,2015-09-17T00:00:00.000,,trichloroethene (TCE),Carolyn Vitale,312 State Street,,Rochester,NY,14614,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-77.619722222, 43.180555556]}",537,1680,2093
C558033,BCP,Former Grand Union Site,C,354 Broadway,,Fort Edward,Washington,12828,5830,5,43.283697222,-73.584575000,Environmental Easement,Environmental Easement,01,Remedial Design,2015-01-07T00:00:00.000,,"indeno(1,2,3-CD)pyrene",David J. Kaplan,170 West 74th Street,,New York,NY,10023,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.584575, 43.283697222]}",726,92,2184
C241078,BCP,Flushing Industrial Park (Western) Parcel 2,C,NW Corner of College Pt Blvd & 40th Road,,Flushing,Queens,11354,4101,2,40.757023849,-73.836487690,Environmental Easement,Environmental Easement,01,Remedial Design,2006-06-28T00:00:00.000,,"1,1,2,2-tetrachloroethane",hao li,1307 40th road,unit e26,flushing,NY,11354,"Yumei Wang, Jin Gui Sun, and Hao Li",41-60 Main St. #305,,Flushing,11355,NY,,,,,,,"{'type': 'Point', 'coordinates': [-73.83648769, 40.757023849]}",196,824,2137
C203031,BCP,Former Shell Service Station,C,2040 White Plains Road,,Bronx,Bronx,10462,0301,2,40.851941759,-73.867457986,Environmental Easement,Environmental Easement,01,Remedial Action,2007-12-28T00:00:00.000,,MTBE (methyl-tert-butyl ether),Phil Popowitz,47-05 Metropolitan Avenue,,Ridgewood,NY,11385,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.867457986, 40.851941759]}",307,675,2032
152006,HW,"Jameco Industries, Inc.",04,248 Wyandanch Avenue,,Wyandanch,Suffolk,11798,5220,1,40.741996020,-73.357060190,Environmental Easement,Environmental Easement,01,Remedial Design,2006-03-31T00:00:00.000,,zinc,Mr. Leonard Zichlin,248 Wyandanch Avenue,,West Babylon,NY,11704,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.35706019, 40.74199602]}",1023,1035,2179
B00024,ERP,Former Brown Manufacturing Site,C,101 Chester Street,,Syracuse,Onondaga,13207,3415,7,43.033111170,-76.157255210,Environmental Easement,Environmental Easement,01,Remedial Design,2016-06-24T00:00:00.000,,chromium,City of Syracuse,"203 City Hall, 233 E Washington St",,Syracuse,NY,13202,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-76.15725521, 43.03311117]}",687,725,2132
C905031,BCP,Olean Redevelopment Parcel 1,C,1404-1406 & 1420 Buffalo Street,,Olean,Cattaraugus,14760,0566,9,42.087500000,-78.446111111,Environmental Easement,Environmental Easement,01,Remedial Investigation,2014-01-06T00:00:00.000,,chlorobenzene,David Hart,617 Dingens Street,,Buffalo,NY,14206,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-78.446111111, 42.0875]}",348,1732,2034
826003,HW,Jones Chemical,04,100 Sunny Sol Boulevard,,Caledonia,Livingston,14423,2622,8,42.977964420,-77.843626740,Decision Document,Decision Document,01,Remedial Design,2003-02-28T00:00:00.000,XYLENE,,Timothy J. Gaffney,100 Sunny sol boulevard,,caledonia,NY,14423,"JONES CHEMICAL COMPANY, INC.",,,,,ZZ,Timothy j gaffney,100 Sunny Sol Boulevard,,Caledonia,NY,14423,"{'type': 'Point', 'coordinates': [-77.84362674, 42.97796442]}",747,177,2091
V00482,VCP,NM - Troy Liberty St. MGP,C,Liberty St.,,Troy,Rensselaer,12180,4217,4,42.726350830,-73.696025790,Deed Restriction,Deed Restriction,01,Remedial Investigation,2014-01-03T00:00:00.000,,naphthalene,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.69602579, 42.72635083]}",110,11,2030
130003B,HW,Naval Weapons Ind. Reserve Plant,02,South Oyster Bay Road,,Bethpage,Nassau,11714,3024,1,40.753719000,-73.492416000,Deed Restriction,Deed Restriction,01,,2021-12-31T00:00:00.000,CYANIDE (F007),,Grumman Aerospace Corporation - US N,Stewart Avenue,,Bethpage,NY,11714,GRUMMAN AEROSPACE - US NAVY,,,,,ZZ,GRUMMAN AEROSPACE - US NAVY,STEWART AVE,,BETHPAGE,NY,11714,"{'type': 'Point', 'coordinates': [-73.492416, 40.753719]}",59,1071,2094
633031,HW,New York Emulsions Tar Products,04,Washington Street,,Utica,Oneida,13502,3316,6,43.109873230,-75.226306850,Deed Restriction,Deed Restriction,01,Remedial Action,2006-11-21T00:00:00.000,,ethylbenzene,Ryan DuBois,2188 Patriot Dr,,Tully,NY,13159,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-75.22630685, 43.10987323]}",984,1465,625
622001,HW,"German Flatts, Ilion, & Mohawk Landfill",04,Mortz Road,,German Flatts,Herkimer,13357,2228,6,42.950467770,-74.963395110,Deed Restriction,Deed Restriction,01,Remedial Investigation,1992-07-01T00:00:00.000,PHENOLS,phenol,GERMAN FLATTS ILION MOHAWK LANDFILL,66 WEST MAIN ST.,P.O. Box 57,MOHAWK,NY,13407,GERMAN FLATTS ILION MOHAWK LANDFILL,,,,,ZZ,German Flatts-Ilion-Mohawk Landfill Corp.,14 West Main Street,,Mohawk,NY,13407,"{'type': 'Point', 'coordinates': [-74.96339511, 42.95046777]}",680,1269,2088
B00003,ERP,Midtown Plaza,C,727 East Washington Street,,Syracuse (c),Onondaga,13202-,3415,7,43.049290060,-76.141902570,Environmental Easement,Environmental Easement,01,Remedial Investigation,1998-03-04T00:00:00.000,,chromium,,,,,,,,,,,,,Rebecca Ponza,029 Lyman Hall,Environmental Health Office,Syracuse,NY,13244-1270,"{'type': 'Point', 'coordinates': [-76.14190257, 43.04929006]}",687,728,2132
203003,HW,Hexagon Laboratories,04,3536 Pear Tree Avenue,,Bronx,Bronx,10475,0301,2,40.887001830,-73.825675170,Environmental Notice,Environmental Notice,01,Remedial Action,2006-09-26T00:00:00.000,,"1,2-dichloroethane","Dino Tomassetti, Jr.",1590 Troy Avenue,,Brookyln,NY,11234,*** MULTIPLE SITE OWNERS ***,,,,,ZZ,Hexagon Laboratories,3536 Pear Tree Avenue,,Bronx,NY,10475,"{'type': 'Point', 'coordinates': [-73.82567517, 40.88700183]}",307,679,2032
C915234,BCP,Niagara Transformer Corp.,C,1755 DALE ROAD,,Cheektowaga,Erie,14225,1530,9,42.903777778,-78.771666667,Environmental Easement,Environmental Easement,01,Certificate of Completion,2010-12-24T00:00:00.000,,polychlorinated biphenyls (PCB),John F. Darby,1747 Dale Road,,Cheektowaga,NY,14225,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-78.771666667, 42.903777778]}",298,160,2041
622019,HW,NM - Ilion MGP,C,1 East St.,,Ilion,Herkimer,13357-,2228,6,43.012104824,-75.027789934,Environmental Easement,Environmental Easement,01,Remedial Design,2015-04-15T00:00:00.000,,benzo(b)fluoranthene,Steven Stucker,"300 Erie Boulevard, West",,Syracuse,NY,13202,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-75.027789934, 43.012104824]}",680,564,2088
439001,HW,NYSEG - Oneonta MGP,04,James Georgeson Avenue,,Oneonta,Otsego,13820,3946,4,42.451775830,-75.058203140,Environmental Easement,Environmental Easement,01,Remedial Investigation,2005-03-30T00:00:00.000,,coal tar,Greg mattice,city hall,258 main street,oneonta,NY,13820,,,,,,,NYS ELECTRIC AND GAS COMPANY,4500 VESTAL PARKWAY EAST,,BINGHAMTON,NY,13903,"{'type': 'Point', 'coordinates': [-75.05820314, 42.45177583]}",903,447,2136
429007,HW,NM - Fort Plain MGP,C,14 Hancock St,,Fort Plain,Montgomery,13339-,2922,4,42.929538480,-74.621158840,Environmental Easement,Environmental Easement,01,Remedial Design,2010-02-16T00:00:00.000,,ethylbenzene,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-74.62115884, 42.92953848]}",491,551,624
152052,HW,North Sea Landfill,04,Majors Path,,Southampton,Suffolk,11968,5236,1,40.933404250,-72.397027200,Deed Restriction,Deed Restriction,01,Remedial Investigation,1989-09-01T00:00:00.000,SOLVENTS,solvents,christine fetten p.e.,116 hampton road,,SOUTHAMPTON,NY,11968,TOWN OF SOUTHAMPTON,,,,,ZZ,christine fetten p.e.,116 hampton road,,southampton,NY,11968,"{'type': 'Point', 'coordinates': [-72.3970272, 40.93340425]}",1013,1130,2179
C203043,BCP,New Housing New York Legacy Project,C,700 Brook Avenue,,Bronx,Bronx,10455,0301,2,40.818947139,-73.912287037,Environmental Easement,Environmental Easement,01,Remedial Design,2009-07-22T00:00:00.000,,chromium,"Via Verde Rental Associates, L.P.",902 Broadway,13th Floor,New York,NY,10010,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.912287037, 40.818947139]}",307,651,2032
203003,HW,Hexagon Laboratories,04,3536 Pear Tree Avenue,,Bronx,Bronx,10475,0301,2,40.887001830,-73.825675170,Environmental Notice,Environmental Notice,01,Remedial Design,2002-12-12T00:00:00.000,ALCOHOLS,,"Dino Tomassetti, Jr.",1590 Troy Avenue,,Brookyln,NY,11234,*** MULTIPLE SITE OWNERS ***,,,,,ZZ,Hexagon Laboratories,3536 Pear Tree Avenue,,Bronx,NY,10475,"{'type': 'Point', 'coordinates': [-73.82567517, 40.88700183]}",307,679,2032
B00055,ERP,Gansevoort/Franklin Street Parcel,C,Corner of Gansevoort and Franklin Streets,,Albany (C),Albany,12202-,0101,4,42.638253001,-73.758024564,Environmental Easement,Environmental Easement,01,Remedial Design,2015-11-12T00:00:00.000,,"dibenz[a,h]anthracene",Daniel P. McCoy,112 State St,,Albany,NY,12207,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.758024564, 42.638253001]}",814,39,2030
C241225,BCP,HPS Parcel F,C,1-15 57th Avenue,,Long Island City,Queens,11101,4101,2,40.739444444,-73.961111111,Environmental Easement,Environmental Easement,01,Remedial Investigation,2019-11-26T00:00:00.000,,benzo(a)pyrene,Stephanie Rhoades,"432 park avenue, 2nd floor",,new york,NY,10016,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.961111111, 40.739444444]}",196,873,2137
V00482,VCP,NM - Troy Liberty St. MGP,C,Liberty St.,,Troy,Rensselaer,12180,4217,4,42.726350830,-73.696025790,Deed Restriction,Deed Restriction,01,Remedial Design,2014-01-27T00:00:00.000,,ethylbenzene,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.69602579, 42.72635083]}",110,11,2030
V00475,VCP,NM - Saratoga Springs Lake Ave MGP,C,Lake Ave.,,Saratoga Springs,Saratoga,12866,4615,5,43.082274170,-73.781641330,Deed Restriction,Deed Restriction,01,Site Characterization,2007-06-26T00:00:00.000,,benzo(a)pyrene,Tim Wales,474 Broadway,,Saratoga Springs,NY,12866,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.78164133, 43.08227417]}",994,147,2141
B00173,ERP,Former Roblin Steel Site ( Dunkirk ),C,320 South Roberts Road,,Dunkirk,Chautauqua,14048,0703,9,42.487353910,-79.317991580,Environmental Easement,Environmental Easement,01,Remedial Action,2012-04-23T00:00:00.000,,benzene,Brad Bentley,454 N. Work Street,,Falconer,NY,14733,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-79.31799158, 42.48735391]}",217,508,2035
C241079,BCP,Flushing Indust. Pk. (Western Waterfront) Parcel 3,C,NW Corner of College Pt Blvd & 40th Road,,Flushing,Queens,11354,4101,2,40.757417553,-73.837183781,Environmental Easement,Environmental Easement,01,Remedial Design,2006-06-28T00:00:00.000,,arsenic,William Stein and Judy Turchin,345 Park Ave.,,New York,NY,10154,"Yumei Wang, Jin Gui Sun, and Hao Li",41-60 Main St.,,,,NY,,,,,,,"{'type': 'Point', 'coordinates': [-73.837183781, 40.757417553]}",196,824,2137
C241172,BCP,GDC LIC Development,C,45-35 11th Street and 11-22 45th Road,,Queens,Queens,11101,4101,2,40.746627778,-73.949525000,Environmental Easement,Environmental Easement,01,Remedial Design,2016-02-16T00:00:00.000,,benzene,Adam Ginsburg,245 Saw Mill River Road,,Hawthorne,NY,10532,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.949525, 40.746627778]}",196,873,2137
C241051,BCP,Flushing Industrial Park (Eastern) Parcel 1,C,NW Corner of College Pt Boulevard & 40th Road,,Flushing,Queens,11354,4101,2,40.758489520,-73.834787950,Environmental Easement,Environmental Easement,01,Remedial Investigation,2005-06-30T00:00:00.000,,mercury,c/o Onex Real Estate Partners,"695 Bloomfield Avenue, 3rd Floor",,Montclair,NJ,07042,Jin Zhang and Lantao Sun,3364 21st St. Apt. 6C,,Astoria,11106,NY,,,,,,,"{'type': 'Point', 'coordinates': [-73.83478795, 40.75848952]}",196,824,2137
